Index,Structure,MW,#Atoms,SlogP,TPSA,Flexibility,#RB,HBA,HBD,Rof5,LF Rank Score,LF dG,LF VSscore,LF LE,Unnamed: 15,Unnamed: 16
502,Fc1ccccc1CNC(=O)c2c(OCc3c(noc3C)C)non2,346.3,25,1.4,103.3,4.8,6,8,1,0,-7.97723102032972,-7.87390475841088,-0.81557084079255,-0.0730764025868776,,
594,Fc1ccc(-c2c(nc(s2)C)C(=O)Nc3ccc4c(nc(n4CCc5ccccc5)C)c3)cc1,470.6,34,6.7,59.8,3.5,6,5,1,1,-9.74143912624276,-1.48978617393967,-17.7864330600998,-0.423286351124222,,
328,Clc1c(C(=O)Nc2c(nnn2-c3ccc(-c4nc5ccc(cc5s4)C)cc3)C#N)cccn1,471.9,33,5.1,109.4,0.8,4,8,1,1,-16.2564278169189,-10.6256396928294,-11.614670240478,-0.280972211078793,,
432,O=C(Nc1c(nnn1-c2ccc(-c3nc4ccc(cc4s3)C)cc2)C#N)c5cncc(c5)C,451.5,33,4.7,109.4,0.8,4,8,1,0,-14.2437992679125,-11.9584831905022,-9.00882178996369,-0.211969640016995,,
632,Clc1c(n(nc1C(=O)Nc2ccc3c[nH]nc3c2)Cc4ccc(F)cc4)C(C)C,411.9,29,5.3,75.6,3.5,5,6,2,1,-8.07542126370275,-2.19140145890752,-13.1362469355755,-0.33755635703392,,
626,Clc1c(nn(c1-c2ccc(F)cc2)-c3ccccc3)C(=O)Nc4ccc5c[nH]nc5c4,431.9,31,5.8,75.6,0.8,4,6,2,1,-8.92650449909478,-3.1136628466625,-13.3822665245217,-0.359534146335552,,
316,Fc1ccc(-c2cc(n[nH]2)C(=O)Nc3ccncc3)cc1,282.3,21,3.1,70.7,0.5,3,5,2,0,1.06281893870703,4.53330339284313,1.90734992368028,-0.147167922916695,,
404,Clc1cc(NC(=O)c2coc(n2)-c3ccc(cc3)C(F)(F)F)ccn1,367.7,25,4.1,68,0.5,4,5,1,0,-4.86894094614681,1.21393460911671,-2.70562678626232,-0.161575310929645,,
182,Fc1c(F)ccc(-c2cc(n[nH]2)C(=O)Nc3ccnc(c3)C)c1,314.3,23,3.9,70.7,0.5,3,5,2,0,-1.3570987966145,2.97812955482669,-1.57871278615511,-0.172663296403706,,
652,Clc1ccc(-c2nc(S(=O)(=O)NCCC[NH+](CC)CC)c(s2)-c3ccc(F)cc3)cc1,483,31,5.6,63.5,7.5,10,5,2,1,-12.3744628952685,-1.6359271463163,-21.3617866668429,-0.389673130271056,,
312,Fc1cccc(-c2cc(n[nH]2)C(=O)Nc3ccncc3)c1,282.3,21,3.1,70.7,0.5,3,5,2,0,-0.195412915019727,4.31878849566914,1.49643120415931,-0.147373301793149,,
408,FC(F)(F)c1ccc(cc1)-c2nc(C(=O)Nc3ccnc(c3)C)co2,347.3,25,3.7,68,0.5,4,5,1,0,-4.28688533390877,0.988259872953248,-1.791679166413,-0.173058269810688,,
26,Fc1ccc2c(c(n[nH]2)C(=O)Nc3ccncc3[N+]([O-])=O)c1,301.2,22,2.5,116.5,0.8,3,8,2,0,-7.24474548018529,-4.79397715396198,3.90436622200397,-0.10306251319393,,
416,Clc1cccc(F)c1COc2c(non2)C(=O)NCCc3nc(-c4ccc(OC)cc4)cs3,488.9,33,4.3,99.4,6.3,9,8,1,0,-17.0926467980712,-11.5450469940147,-14.7239022353812,-0.231024912422965,,
348,Clc1c(nn(c1-c2ccc(F)cc2)C)C(=O)Nc3ccc4c[nH]nc4c3,369.8,26,4.3,75.6,0.5,3,6,2,0,-4.85838552024947,-1.92508220234313,-5.60195704118687,-0.191340429237334,,
574,O=S(=O)(N(CC)CC)c1ccc(-c2nc(c3ccccn32)C(=O)NCc4cnccc4)cc1,463.6,33,3.4,96.7,6.3,8,8,1,0,-13.9313208565089,-12.5920970654742,-12.3037379122505,-0.214313252891042,,
248,FC(F)(F)c1ccc(N2C(=CC(=O)C(=N2)C(=O)Nc3ccncc3)C)cc1,374.3,27,3.3,74.7,0.8,4,6,1,0,-5.42773832679862,-3.07667206522796,-2.45075481416499,-0.141024686779756,,
762,FC(F)(F)c1cccc(NC(=O)c2c(OCc3c(onc3C)C)non2)c1,382.3,27,2.4,103.3,3,6,8,1,0,-9.94645480241948,-8.54090809323708,-2.86597790562191,-0.107379168423175,,
58,Fc1cc(NC(=O)c2c(OCc3c(onc3C)C)non2)ccc1C,346.3,25,2.1,103.3,3,5,8,1,0,-7.80377652876635,-6.4889903939914,0.414339937245966,-0.108936339823783,,
572,Clc1ccc(F)cc1-n2c(-n3cccc3)c(C(=O)NCCC[NH+](C)C)cn2,390.9,27,3.4,56.3,4.8,7,6,2,0,-4.07641673226858,-2.33638757284666,-9.45318907925745,-0.218290873470846,,
346,Brc1c(nn(c1-c2ccc(F)cc2)C)C(=O)Nc3ccc4c[nH]nc4c3,414.2,26,4.5,75.6,0.5,3,6,2,0,-7.91213960567653,-2.69131541557103,-6.68331934013941,-0.137281231304609,,
696,FC(F)(F)c1nc2cc(NC(=O)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4)ccc2[nH]1,443.4,32,4.1,104.9,1.5,5,8,3,0,-13.0178308426443,-12.2938309699901,-12.3049700679427,-0.220336205392666,,
256,Fc1c(F)c(F)ccc1-c2nc(c3ccccn23)C(=O)NCCC[NH+](C)C,377.4,27,3.9,50.8,4.3,6,5,2,0,-2.08734662409177,0.215653645092372,-9.79770234072423,-0.254863387968643,,
130,Fc1c(F)ccc(NC(=O)c2c(OCc3c(noc3C)C)non2)c1,350.3,25,2.2,103.3,3,5,8,1,0,-8.12309894744416,-6.62280385088257,0.22717085542439,-0.0776039500643735,,
650,Fc1ccc(-c2c(S(=O)(=O)NCCC[NH+](C)C)nc(s2)-c3ccc(C)cc3)cc1,434.6,29,4.4,63.5,5.5,8,5,2,0,-7.3700975830004,-2.76582652696311,-14.8022689060492,-0.257084788718403,,
654,Clc1ccc(-c2nc(S(=O)(=O)NCCC[NH+](C)C)c(s2)-c3ccc(F)cc3)cc1,455,29,4.8,63.5,5.5,8,5,2,0,-9.79317776388467,-2.56321182995806,-16.5046158074487,-0.270427443707026,,
756,Clc1c(nn(c1C(C)C)Cc2ccccc2F)C(=O)Nc3ccc4c[nH]nc4c3,411.9,29,5.3,75.6,3.5,5,6,2,1,-8.5523475099187,-1.35530169697109,-12.1611866812329,-0.344282749913639,,
698,FC(F)(F)c1ccccc1NC(=O)c2c3c([nH]n2)-c4cc(OC)c(OC)cc4C3,403.4,29,4.3,76.2,1.5,5,6,2,0,-6.81616004559788,-3.57418383008663,-8.95895309248432,-0.215148961384117,,
192,Clc1cccc(F)c1COc2c(non2)C(=O)NCCC[NH+](C)C,357.8,24,1.8,81.7,6.8,8,7,2,0,-6.87131008797225,-4.50258252976008,-5.07508107420041,-0.155724614442869,,
760,FC(F)(F)c1cccc(NC(=O)c2c(OCc3c(onc3C)C)non2)c1,382.3,27,2.4,103.3,3,6,8,1,0,-10.4991899256805,-8.08162106818959,-3.2707619465324,-0.122167066723295,,
242,Fc1ccccc1COc2c(non2)C(=O)NCCC[NH+](C)C,323.3,23,1.2,81.7,6.8,8,7,2,0,-3.58849682740834,-3.2137078248186,-2.26034582180232,-0.118654105018203,,
486,FC(F)(F)c1ccccc1NC(=O)c2nc(c3ccccn23)C(=O)NCc4cnccc4,439.4,32,3.9,88.4,2.8,6,7,2,0,-10.5300118439587,-10.1756699283495,-11.5598688156533,-0.227607406469876,,
520,Fc1cccc(NC(=O)c2c3ccccn3c(n2)C(=O)NCCC[NH+](C)C)c1,384.4,28,2.7,79.9,4.8,7,7,3,0,-5.71390858541105,-6.60297560599148,-9.8250109631335,-0.200090725833376,,
570,FC(F)(F)c1ccc(-c2nc(c3ccccn23)C(=O)NCc4cnccc4)cc1,396.4,29,4.3,59.3,2.3,5,5,1,0,-4.34623644461039,-1.08960600966129,-8.31515394351797,-0.227636350815368,,
512,Fc1cccc(NC(=O)c2nc(c3ccccn23)C(=O)NCCC[NH+](C)C)c1,384.4,28,2.7,79.9,4.8,7,7,3,0,-5.87858639431321,-6.47684412250841,-9.83047887091819,-0.216284545788431,,
706,Fc1ccc(-c2c(nc(s2)C)C(=O)Nc3ccc4c(nc(n4C)C(C)C)c3)cc1,408.5,29,5.8,59.8,1.5,4,5,1,1,-7.0145096755121,2.11332900116336,-10.678871054712,-0.347670705554559,,
578,Clc1ccc(F)cc1-n2c(-n3cccc3)c(C(=O)NCCC[NH+](CC)CC)cn2,418.9,29,4.2,56.3,6.8,9,6,2,0,-6.11842844513483,-2.79607425923674,-14.2540187623626,-0.314348380617352,,
358,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4ccc5c(OC(=O)N5C)c4,399.4,30,3.3,88.8,2.8,4,8,1,0,-7.25919922291883,-9.26069911590714,-5.27696715838957,-0.175304284655671,,
656,Fc1ccc(-c2c(S(=O)(=O)NCCC[NH+](CC)CC)nc(s2)-c3ccc(C)cc3)cc1,462.6,31,5.2,63.5,7.5,10,5,2,1,-11.5056165934688,-0.86725657535017,-20.2685068050565,-0.380886249535219,,
608,FC(F)(F)c1ccccc1NC(=O)c2c3ccccn3c(n2)C(=O)NCCC[NH+](C)C,434.4,31,3.3,79.9,4.8,8,7,3,0,-9.07608952094487,-8.61300431933953,-14.3624117653391,-0.241557754583611,,
24,O=C(Nc1cccc2c1cccn2)c3c4c([nH]n3)-c5ccccc5CC4,340.4,26,4,70.7,0.7,2,5,2,0,-0.505959891874158,-0.17477195134245,-4.18704362852691,-0.179459796638033,,
190,Clc1cccc(F)c1COc2c(non2)C(=O)NCCC[NH+](CC)CC,385.8,26,2.6,81.7,8.8,10,7,2,0,-8.84621368554986,-4.34707112960942,-10.1104607932374,-0.237763651398499,,
144,O=C(NCc1cnccc1)c2c3ccc(-c4ccccc4)cn3c(n2)-c5cnccc5,405.5,31,4.4,72.2,2.4,5,6,1,0,-5.1798670964125,-4.59449673153596,-9.37117571313811,-0.249220002057943,,
528,Clc1c(nn(c1-c2ccc(Cl)c(Cl)c2)C)C(=O)NCc3cnccc3,395.7,25,4.5,59.8,2.3,4,5,1,0,-5.56311995703269,1.1593161822602,-5.80081091993513,-0.16915031236121,,
764,O=C(NCc1cnccc1)c2c3ccc(cn3c(n2)C)-c4ccccc4,342.4,26,3.6,59.3,2.4,4,5,1,0,-1.30012223332118,0.771158698107422,-3.57077588920957,-0.190922163398452,,
92,Clc1c(nn(c1-c2cc(Cl)ccc2Cl)C)C(=O)NCc3cnccc3,395.7,25,4.5,59.8,2.3,4,5,1,0,-5.21961911805517,1.10788808259134,-5.90856274415201,-0.166497239906928,,
286,O=C(Nc1cccc2c1cccn2)c3c4ccccc4[nH]n3,288.3,22,3.4,70.7,0.5,2,5,2,0,0.967285480533551,2.71533022852125,0.813149118068973,-0.15276552829281,,
398,Fc1c(F)ccc(-c2c(C(=O)NCCC[NH+](C)C)cno2)c1,310.3,22,2.3,59.6,4.3,6,5,2,0,-0.453436724455512,2.94569872831144,-1.3971452286955,-0.143939194153904,,
612,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4ccncc4,315.3,24,3.3,83.6,0.5,3,6,2,0,-1.8744690787046,-0.368874636523336,-0.527727564474573,-0.177017367880559,,
284,O=C(Nc1cccc2c1cccn2)c3c4CCCc4[nH]n3,278.3,21,2.7,70.7,0.5,2,5,2,0,1.64178122084493,3.3305630751571,2.59970470333006,-0.0899266414203327,,
786,O=C(NCc1cnccc1)c2c3c(n[nH]2)-c4cc(OC)c(OC)cc4C3,350.4,26,2.3,89.1,3.3,5,7,2,0,-5.12828923553912,-5.97973091299333,-2.90780054642873,-0.148275528876797,,
224,O=C(Nc1ccc2c[nH]nc2c1)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,359.4,27,3.3,95.7,1.2,3,7,3,0,-5.44477620714646,-6.46964502553736,-5.67806453470608,-0.189356758914146,,
406,O=C(Nc1ccc2c[nH]nc2c1)c3c4c([nH]n3)-c5ccccc5CC4,329.4,25,3.3,86.5,0.7,2,6,3,0,-2.06204509974653,-2.9807848797662,-3.03964830644808,-0.145262214864256,,
488,O=C1Cc2cc(-c3nc(c4ccccn43)C(=O)NCc5cnccc5)ccc2N1,383.4,29,2.8,88.4,2.8,4,7,2,0,-5.81823733992254,-8.29091103939202,-6.34411703996298,-0.146542167327487,,
464,Clc1cccc(-n2c(cc(n2)C(=O)NCc3cnccc3)-c4cccc([N+]([O-])=O)c4)c1,433.9,31,4.5,105.6,2.8,6,8,1,0,-14.0365735899708,-9.73681999849532,-9.56315626374332,-0.227973727839785,,
216,Brc1ccc2c(c(n[nH]2)C(=O)Nc3ccc4c(nc[nH]4)c3)c1,356.2,22,3.5,86.5,0.5,2,6,3,0,-5.12988960276129,-1.2439502675392,-2.40406188292052,-0.0954343112940592,,
490,O=C(Nc1ccc2c[nH]nc2c1)c3c[nH]nc3-c4cc(c(cc4C)C)C,345.4,26,4.1,86.5,0.5,3,6,3,0,-4.32878859908688,-1.94784808331295,-5.86092683406824,-0.224410739432942,,
526,Clc1c(nn(Cc2ccccc2Cl)c1-c3ccccc3)C(=O)NCc4cnccc4,437.3,30,5.3,59.8,4.3,6,5,1,1,-8.56802772033438,-0.82483544764477,-13.5158844380703,-0.320774499364446,,
596,O=C(NCc1cnccc1)c2c3ccc4ccccc4n3c(n2)-c5cnccc5,379.4,29,3.9,72.2,2.3,4,6,1,0,-3.53481758883095,-4.38832794757671,-6.32178281810604,-0.208784628639241,,
230,O=C(NCc1cnccc1)c2c3ccc(cn3c(n2)-c4ccncc4)-c5ccccc5,405.5,31,4.4,72.2,2.4,5,6,1,0,-6.28051234699134,-4.49591859398759,-10.0252136614908,-0.252542667738126,,
4,O=C(Nc1ccncc1)c2c3c([nH]n2)-c4ccc(OC)cc4CC3,320.4,24,2.8,79.9,1.2,3,6,2,0,-1.92141138551511,-1.63667731367979,-0.757475122155647,-0.133293977444981,,
184,O=C(Nc1ccc2c(nc(n2C)C(C)C)c1)c3c4c([nH]n3)-c5ccccc5CC4,385.5,29,4.4,75.6,1.7,3,6,2,0,-3.94255728880185,-4.58395003245869,-8.7492816059168,-0.238089651508376,,
260,O=C1C(C(=O)Nc2ccncc2[N+]([O-])=O)=CNc3c1ccc4cccnc43,361.3,27,2.6,129.8,0.8,3,9,2,0,-11.517217691562,-11.5271409938687,-0.480490190182795,-0.0967246090358818,,
18,O=C(Nc1cccc2c1cccn2)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,386.4,29,3.8,89.1,1.5,4,7,2,0,-6.99128893610284,-7.08539435989255,-6.34408804735834,-0.216408502148464,,
118,Brc1ccc2c(c(n[nH]2)C(=O)Nc3ccc4c[nH]nc4c3)c1,356.2,22,3.5,86.5,0.5,2,6,3,0,-5.17463641744704,-1.40951506128967,-2.2053279926061,-0.0751127396449529,,
370,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4cc(c(cc4OC)C)C,386.5,29,4,68.5,2.8,5,6,1,0,-5.26687884430207,-3.3747102337937,-6.75817834783976,-0.215378633590375,,
454,O=C1C(=CNc2c1ccc3cccnc32)C(=O)Nc4ccncc4,316.3,24,2.7,84,0.5,2,6,2,0,-1.37228053093504,-2.57989776266128,0.631166972507436,-0.0920307671038195,,
442,O=C(NCc1cnccc1)c2c3ccccn3c(n2)Cc4ccc(OC)c(OC)c4,402.5,30,3.3,77.8,5.3,7,7,1,0,-7.24966912507533,-6.87536812644631,-7.99862170482902,-0.226535340495486,,
750,O=C1c2ccc(OC)cc2OC(=C1c3ccc(OC)cc3)C(=O)NCc4cnccc4,416.4,31,3.4,86.8,3.4,6,7,1,0,-8.81169784690943,-8.76309517656809,-9.11191715532888,-0.20755104893701,,
208,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4ccccc4OC,344.4,26,3.9,79.9,1,4,6,2,0,-4.09103380162611,-0.882440274158383,-5.06341909617184,-0.210923519718812,,
234,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4cnccc4,315.3,24,3.3,83.6,0.5,3,6,2,0,-2.62835756388012,-0.467091155602728,-0.590610798026979,-0.158809390638567,,
466,O=C(Nc1ccc2c(nc([nH]2)C)c1)c3c4c([nH]n3)-c5cccc(OC)c5CC4,373.4,28,3.6,95.7,1.2,3,7,3,0,-5.74934936182023,-7.12411779745287,-6.8732620307577,-0.176175667297359,,
532,O=C(Nc1ccc2c(nc[nH]2)c1)c3c[nH]nc3-c4cc(c(cc4C)C)C,345.4,26,4.1,86.5,0.5,3,6,3,0,-3.74085483935788,-2.25642674887381,-5.46732273593396,-0.225894290730719,,
550,O=C(NCc1cnccc1)c2cc(n(n2)C)-c3cccc([N+]([O-])=O)c3,337.3,25,2.3,105.6,2.5,5,8,1,0,-6.98681644544227,-6.48975872390614,0.370887897196788,-0.0967907399965507,,
264,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4c(C)cc(OC)c(c4)C,386.5,29,4,68.5,2.8,5,6,1,0,-4.80053557308516,-3.24128258383844,-6.71703556959789,-0.220551254435102,,
268,Clc1c(nn(c1-c2cc(Cl)ccc2Cl)C)C(=O)Nc3ccc4c[nH]nc4c3,420.7,27,5.3,75.6,0.5,3,6,2,1,-9.15463036624471,-1.50730087839065,-9.94603174906823,-0.271733098305833,,
22,Brc1ccc2c(c(n[nH]2)C(=O)Nc3cccc(N)c3)c1,331.2,20,3.2,83.8,0.5,2,5,4,0,-3.16568119905024,1.48715586807399,-2.28280539054581,-0.0846698874384217,,
418,O=C(Nc1ccc2c(nc[nH]2)c1)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,359.4,27,3.3,95.7,1.2,3,7,3,0,-4.82052652059192,-6.80813092875932,-5.37247699221353,-0.162901622260606,,
530,FC(F)(F)c1ccccc1NC(=O)c2nc(c3ccccn23)C(=O)NCCC[NH+](C)C,434.4,31,3.3,79.9,4.8,8,7,3,0,-9.38690542768519,-9.10958817271408,-14.4642162450332,-0.252677065904089,,
436,Clc1ccccc1Cn2c(cc(n2)C(=O)NCc3cnccc3)-c4ccc(OC)cc4,432.9,31,4.6,69,4.8,7,6,1,0,-7.92441980510453,-4.99157873198921,-12.6505388405424,-0.272894614724319,,
70,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4ccc5c(CCO5)c4,356.4,27,3.8,79.9,0.5,3,6,2,0,-3.97680536687787,-2.54581596068976,-4.74456405809901,-0.18390690289699,,
14,Brc1ccc2c(c(n[nH]2)C(=O)Nc3ccnc(c3)C)c1,331.2,20,3.4,70.7,0.5,2,5,2,0,-2.33564198010354,2.78471119489505,1.0052262464017,-0.0629952708435459,,
240,Fc1ccccc1COc2c(non2)C(=O)NCCC[NH+](CC)CC,351.4,25,1.9,81.7,8.8,10,7,2,0,-5.63346768010808,-4.05976955442776,-6.84826694566338,-0.226279276860455,,
664,Clc1c(nn(c1-c2cc(Cl)c(Cl)cc2)C)C(=O)Nc3ccc4c[nH]nc4c3,420.7,27,5.3,75.6,0.5,3,6,2,1,-8.76608894127755,-1.49055665585057,-9.69240042498753,-0.258050416237188,,
740,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4ccc(OC)cc4C,372.4,28,3.6,68.5,2.8,5,6,1,0,-3.97460726700308,-2.93055374405645,-5.64378311069621,-0.218469543073991,,
52,Clc1c(n(nc1C(=O)NCc2cnccc2)C)-c3cccc([N+]([O-])=O)c3,371.8,26,3,105.6,2.5,5,8,1,0,-10.355132840553,-7.01902501935955,-1.6978410174262,-0.131451442714432,,
748,O=C(NCc1cnccc1)C2=C(c3ccc(OC)cc3)C(=O)c4ccc(OCC)cc4O2,430.5,32,3.8,86.8,4.4,7,7,1,0,-10.1913539910226,-8.26874024660176,-10.420007434856,-0.244809062130437,,
188,O=C1c2ccc(OC)cc2OC(=C1c3ccc(OC)cc3)C(=O)Nc4ccncc4,402.4,30,3.7,86.8,1.7,5,7,1,0,-8.57533612975175,-6.97821466679246,-6.53231978066204,-0.197467056879056,,
402,O=C(Nc1cccc2c1c[nH]n2)c3c4ccccc4[nH]n3,277.3,21,2.7,86.5,0.5,2,6,3,0,0.159925935680466,0.955261796470872,1.68391344900056,-0.114773979063978,,
538,O=C(Nc1ccnc(c1)C)c2c3ccccc3[nH]n2,252.3,19,2.5,70.7,0.5,2,5,2,0,2.54300861732285,5.71388545320156,4.83158901197743,-0.108649073202941,,
140,Brc1ccc2c(c(n[nH]2)C(=O)Nc3ccnc(C4CC4)c3)c1,357.2,22,3.9,70.7,0.5,3,5,2,0,-4.60242881566873,1.94378205400715,-2.84531887553089,-0.128760357964641,,
660,O=C(NCc1cnccc1)C=2c3ccccc3C(=O)N(N2)c4ccncc4,357.4,27,2.2,87.6,2.5,4,7,1,0,-4.12212618731727,-6.28937508593818,-1.22116083136126,-0.104539055833791,,
12,Brc1ccc2c(c(n[nH]2)C(=O)Nc3ccncc3)c1,317.1,19,3,70.7,0.5,2,5,2,0,-2.00675908750817,3.8590390404785,2.24604699334897,-0.0486331574264635,,
564,Clc1ccc(OC)c(-c2nc(c3ccccn23)C(=O)NCc4cnccc4)c1,392.8,28,4,68.5,2.8,5,6,1,0,-5.53434875131243,-2.50288711756162,-6.53430093857165,-0.193576223676376,,
566,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4cc(ccc4OC)C,372.4,28,3.6,68.5,2.8,5,6,1,0,-3.80222560053573,-3.12690544873319,-5.32466564545373,-0.2337603449022,,
708,O=C(Nc1c(cnn1-c2cc(c3cccc(c3n2)C)C)C#N)c4ccc(nc4C)-c5ccccc5OC,488.5,37,5.5,105.7,1.4,5,8,1,1,-16.4790958885119,-12.5762332973541,-15.3537660546126,-0.3500314805115,,
50,O=C(Nc1ccncc1)c2cc([nH]n2)-c3ccc4c(CCO4)c3,306.3,23,2.7,79.9,0.5,3,6,2,0,-1.38630555714763,-0.239384436617316,0.0671485010093491,-0.123906134781087,,
658,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4c(cc(OC)cc4C)C,386.5,29,4,68.5,2.8,5,6,1,0,-5.39731994123157,-3.14176191609941,-7.19741869107519,-0.246037427667366,,
686,O=C(Nc1ccc2c[nH]nc2c1)c3c(OCc4cnnn4Cc5ccccc5)non3,416.4,31,1.8,136.6,5,7,11,2,1,-16.464203840485,-18.0241348518362,-8.20005000370446,-0.18919490322834,,
356,O=C(Nc1ccc2c(ncn2CC[NH+](C)C)c1)c3c4c([nH]n3)-c5ccccc5CC4,401.5,30,3.3,80,3.7,5,7,3,0,-5.68476933565422,-8.93645311037995,-11.4376880265315,-0.200013836696043,,
20,O=C(Nc1ccncc1)c2c3c([nH]n2)-c4ccccc4CC3,290.3,22,2.8,70.7,0.7,2,5,2,0,1.73970037016493,2.34683216559571,1.69660696376096,-0.124493059920797,,
218,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4cccc(OC)c4,344.4,26,3.9,79.9,1,4,6,2,0,-4.26966967822134,-0.813794739167854,-4.29581241288648,-0.216437192831505,,
636,O=C(Nc1ccncc1)c2cc([nH]n2)-c3ccccc3OC,294.3,22,2.7,79.9,1,4,6,2,0,-2.12353471919773,1.02408292509439,1.05078048975128,-0.147980759782977,,
