Index,Structure,MW,#Atoms,SlogP,TPSA,Flexibility,#RB,HBA,HBD,Rof5,LF Rank Score,LF dG,LF VSscore,LF LE,Unnamed: 15,Unnamed: 16
16,O=C(Nc1cccc2c1cccn2)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,370.4,28,4,79.9,1.2,3,6,2,0,-4.14213799982984,-3.4797630303881,-6.24137378227997,-0.200194763982094,,
536,O=C(Nc1ccnc(c1)C)c2c3CCCc3[nH]n2,242.3,18,1.9,70.7,0.5,2,5,2,0,3.21785566430453,5.66867074491585,7.22105344856075,-0.0765200437129509,,
766,Clc1cccc(N2C(=CC(=O)C(=N2)C(=O)NCc3c(n[nH]c3C)C)C)c1C,385.9,27,2.9,90.4,2.5,4,7,2,0,-6.93557475111072,-7.40898632788629,-5.16451674823779,-0.123845630591614,,
580,O=C(NCc1cnccc1)c2cc(n(n2)Cc3ccccc3)-c4ccc(OC)c(OC)c4,428.5,32,3.9,78.3,5.3,8,7,1,0,-9.80858904863871,-7.5379651277318,-12.1006005770266,-0.269538460898929,,
108,O=C(NCCc1c[nH]cn1)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,367.4,27,1.7,94.1,4.3,6,8,2,0,-6.65902555733186,-9.04528908745158,-4.41119984160226,-0.117343291539839,,
674,Clc1cccc(-n2c(-c3cccc([N+]([O-])=O)c3)cc(n2)C(=O)Nc4ccc5c[nH]nc5c4)c1,458.9,33,5.3,121.4,1,5,9,2,1,-18.5314832066485,-11.3280795478524,-12.9826520249436,-0.316987043886352,,
672,O=C(NCc1cnccc1)c2cc(n(n2)C)-c3ccc(OC)c(OC)c3,352.4,26,2.4,78.3,3.3,6,7,1,0,-5.87190729446014,-4.03509455925638,-2.75108613005712,-0.13779890064816,,
604,O=C(NCc1cnccc1)c2c3ccccc3n(n2)-c4ccncc4,329.4,25,2.7,72.7,2.5,4,6,1,0,-2.04244625913468,-1.73695166606111,-0.705574424993051,-0.153412655569971,,
138,Brc1ccc2c(c(n[nH]2)C(=O)Nc3ccnc(C(C)(C)C)c3)c1,373.3,23,4.3,70.7,0.5,3,5,2,0,-5.16653567254512,1.20165907106984,-4.68994445628058,-0.133473698361283,,
668,O=C(Nc1ccc2c(nc([nH]2)C)c1)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,373.4,28,3.6,95.7,1.2,3,7,3,0,-5.80061315601201,-7.72419082296029,-7.43757592633904,-0.176381314737164,,
702,Clc1c(nn(c1-c2ccccc2)-c3ccc([N+]([O-])=O)cc3)C(=O)Nc4ccc5c[nH]nc5c4,458.9,33,5.3,121.4,1,5,9,2,1,-17.8611060295808,-11.5119263558601,-12.5774994215381,-0.312197835004251,,
524,Brc1c(nn(c1-c2ccc(Cl)c(Cl)c2)C)C(=O)NCc3cnccc3,440.1,25,4.6,59.8,2.3,4,5,1,0,-7.93262952912996,-0.239262042755799,-7.43826558969414,-0.125656574932968,,
212,Clc1cccc(N2C(=CC(=O)C(=N2)C(=O)Nc3ccnc(c3)C)C)c1C,368.8,26,3.6,74.7,0.8,3,6,1,0,-5.37165433892954,-2.07655534947824,-2.75942513045035,-0.135640960603002,,
100,O=C(Nc1ccc2c(nc(n2C)C(C)C)c1)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,415.5,31,4.4,84.8,2.2,4,7,2,0,-7.55904063354457,-8.33286806879938,-9.95378658488544,-0.241348720285864,,
306,O=C(Nc1cccc(OCc2ccccc2)c1)c3c(OCc4cnnn4Cc5ccccc5)non3,482.5,36,3.5,117.2,7.5,10,10,1,0,-18.030668189839,-18.4214965025544,-15.647248832665,-0.305931572842614,,
768,O=C1C(=NN(c2cccc(c2C)C)C(C)=C1)C(=O)NCc3c(n[nH]c3C)C,365.4,27,2.5,90.4,2.5,4,7,2,0,-5.10349992708775,-6.92755328969976,-3.73251791983587,-0.118457126046639,,
56,O=C(Nc1ccncc1)c2c3ccc(OC)cc3[nH]n2,268.3,20,2.2,79.9,1,3,6,2,0,0.310622044529309,1.85243679688383,3.86658553172767,-0.0961447225459194,,
640,O=C1c2ccc(OC)cc2OC(=C1c3ccc(OC)c(OC)c3)C(=O)NCCC[NH+](C)C,441.5,32,2.8,87.5,5.9,9,8,2,0,-10.8406090127171,-11.7606460785403,-13.0723685478033,-0.234489568843463,,
738,O=C(Nc1ccnc(c1)C)c2cc([nH]n2)-c3cnccc3,279.3,21,2.4,83.6,0.5,3,6,2,0,-1.08084075913893,1.84555445657877,3.01084276854759,-0.126109106253083,,
64,O=C(NCc1cnccc1)c2c[nH]nc2-c3cc(c(cc3C)C)C,320.4,24,3.3,70.7,2.3,4,5,2,0,-0.706748757607924,1.51665842620329,-2.7798892374928,-0.181391975009992,,
214,O=C1C(=NN(c2cccc(c2C)C)C(C)=C1)C(=O)Nc3ccnc(c3)C,348.4,26,3.2,74.7,0.8,3,6,1,0,-3.4284908800905,-2.86505038646454,-1.15250344319507,-0.130141331121159,,
112,O=C(Nc1ccc2c(nc[nH]2)c1)c3c4Cc5cc(OC)c(OC)cc5-c4n(n3)C,389.4,29,3.1,94.1,1.5,4,8,2,0,-7.26584801505367,-9.23652091484794,-5.77261575447187,-0.181299528546472,,
196,O=C1c2ccc(OCC)cc2OC(=C1c3ccc(OC)c(OC)c3)C(=O)Nc4ccncc4,446.5,33,4.1,96,3.2,7,8,1,0,-12.7841861057845,-11.0160162462961,-11.2033759612404,-0.259855366885795,,
700,O=C(Nc1ccccc1C#N)c2nc(c3ccccn23)C(=O)NCc4cnccc4,396.4,30,2.8,112.2,2.8,5,8,2,0,-11.1365408059783,-11.5473987188633,-6.45634148434227,-0.164186882302748,,
778,O=C(Nc1ccc2c(nc(n2CCc3ccccc3)C)c1)c4c5ccccc5[nH]n4,395.5,30,4.7,75.6,3.5,5,6,2,0,-5.86136806820337,-4.8580990356091,-11.2277558032391,-0.280226645440369,,
558,O=C(Nc1ccc2c(nc([nH]2)C)c1)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,389.4,29,3.4,104.9,1.5,4,8,3,0,-9.01387078362331,-10.3998721479082,-8.01733770092734,-0.189677767163165,,
262,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4c(cc(OCC)c(c4)C)C,400.5,30,4.3,68.5,3.8,6,6,1,0,-6.45284292245881,-4.08310316427659,-9.99593550766741,-0.269974730350995,,
200,Clc1cccc(N2C(=CC(=O)C(=N2)C(=O)Nc3ccncc3)C)c1C,354.8,25,3.3,74.7,0.8,3,6,1,0,-4.01517038925354,-1.7261315875125,-1.40905563549705,-0.11465140766279,,
202,O=C1C(=NN(c2cccc(c2C)C)C(C)=C1)C(=O)Nc3ccncc3,334.4,25,2.9,74.7,0.8,3,6,1,0,-2.6431059741469,-1.45004330101904,0.203639132919251,-0.135948737520022,,
304,O=C(NCc1cnccc1)c2cc(n(n2)Cc3ccccc3)-c4cccc([N+]([O-])=O)c4,413.4,31,3.8,105.6,4.5,7,8,1,0,-12.2638033815371,-9.89288805267035,-8.39405039994023,-0.246493887388353,,
670,O=C(Nc1ccc2c(nc([nH]2)C(C)C)c1)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,401.5,30,4.4,95.7,2.2,4,7,3,0,-8.13978524940968,-8.70300012236869,-10.7532916154569,-0.245905711411497,,
68,O=C(Nc1ccc2c(nc(n2C)C(C)C)c1)c3c4c([nH]n3)-c5cccc(OC)c5CC4,415.5,31,4.4,84.8,2.2,4,7,2,0,-7.67857959088984,-8.60365820507844,-10.3133858560968,-0.240314838081727,,
250,O=C(Nc1ccc2c(nc[nH]2)c1)c3c4c([nH]n3)-c5cccc(OC)c5CC4,359.4,27,3.3,95.7,1.2,3,7,3,0,-5.55253624803531,-6.65021413665451,-5.30033911647619,-0.168590730265085,,
470,O=C(Nc1ccc2c(nc([nH]2)C(C)C)c1)c3c4c([nH]n3)-c5cccc(OC)c5CC4,401.5,30,4.4,95.7,2.2,4,7,3,0,-8.31104427689716,-7.74606911555374,-10.9075533836418,-0.236712999985466,,
692,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4cccc([N+]([O-])=O)c4,373.4,28,3.2,105.1,2.5,5,8,1,0,-10.0939130633464,-7.54369961910747,-3.09236747153716,-0.173786087573508,,
382,O=C(Nc1ccc2c(nc(n2C)CCc3ccccc3)c1)c4c5c([nH]n4)-c6ccccc6CC5,447.5,34,5.1,75.6,3.7,5,6,2,1,-9.1134334673948,-6.55504107318398,-16.5076180889216,-0.375351599377933,,
500,Clc1ccc(Cl)c(-c2nc(c3ccccn32)C(=O)NCc4cnccc4)c1OC,427.3,29,4.7,68.5,2.8,5,6,1,0,-7.46198772463144,-3.07687148222164,-9.64356063850114,-0.216568784120023,,
180,Clc1c(nn(c1-c2cccc([N+]([O-])=O)c2)-c3ccccn3)C(=O)NCc4cnccc4,434.8,31,3.8,118.5,2.8,6,9,1,0,-15.111584881028,-12.9527249837254,-7.77898804198075,-0.184190750772414,,
542,O=C(NCc1cnccc1)c2c3ccccn3c(n2)CCc4cccc(OC)c4,386.5,29,3.5,68.5,5.8,7,6,1,0,-4.52297987835277,-4.06017827792663,-9.09893690532773,-0.242403789962241,,
684,Clc1cccc(N2C(C)=CC(=O)C(=N2)C(=O)Nc3cccc(N)c3)c1C,368.8,26,3.5,87.8,0.8,3,6,3,0,-5.8915693928292,-3.85035640589935,-5.22713563771312,-0.139611212270294,,
152,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4ccc(OC)cc4,344.4,26,3.9,79.9,1,4,6,2,0,-4.18035487130584,-1.28739988157769,-4.07831054478468,-0.21385188934381,,
164,O=C1C(=NN(c2cccc(c2C)C)C(C)=C1)C(=O)Nc3ccncc3[N+]([O-])=O,379.4,28,2.8,120.5,1,4,9,1,0,-11.4078559578205,-11.5728738826799,-1.07288318219959,-0.12476387822866,,
288,O=C(Nc1ccc2c(nc[nH]2)c1)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,375.4,28,3.1,104.9,1.5,4,8,3,0,-8.24526246947384,-9.5103429593621,-6.50145269182512,-0.174122027779671,,
476,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4c(onc4C)C,347.4,26,2.4,85.3,2.3,4,7,1,0,-4.84791133504422,-5.54506004890248,-0.804229991598903,-0.123204285800905,,
546,O=C(NCc1cnccc1)c2c3c(n[nH]2)-c4cccc(OC)c4CC3,334.4,25,2.5,79.9,2.9,4,6,2,0,-2.23884089445058,-3.37180609057083,-2.29129920333591,-0.151358700347392,,
460,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4ccc(OC)cc4OC,388.4,29,3.3,77.8,3.3,6,7,1,0,-6.83932308235529,-5.38163341227175,-6.52627402477302,-0.19845368782631,,
776,O=C(Nc1ccc2c(nc(n2CCc3ccccc3)C)c1)c4c5c([nH]n4)CCC5,385.5,29,4.1,75.6,3.5,5,6,2,0,-5.3046914123743,-4.02576384385803,-9.21632656237344,-0.226989575839595,,
62,Clc1c(nn(c1-c2cccc([N+]([O-])=O)c2)-c3ccccc3)C(=O)NCc4cnccc4,433.9,31,4.5,105.6,2.8,6,8,1,0,-13.6640591319726,-8.90955756892055,-8.64565129503305,-0.240678038389775,,
176,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4ccc(OC)c(OC)c4,374.4,28,3.9,89.1,1.5,5,7,2,0,-7.83298838773393,-5.02994801114787,-6.08046777522088,-0.222743393594445,,
606,O=C(Nc1c(cnn1-c2cc(c3ccccc3n2)C)C#N)c4ccc(nc4C)-c5ccccc5OC,474.5,36,5.2,105.7,1.4,5,8,1,1,-15.6108911920997,-11.4793289733705,-14.7522458895301,-0.336841919950572,,
666,O=C(Nc1ccc2c(nc([nH]2)CC)c1)c3c4c([nH]n3)-c5ccc(OC)cc5CC4,387.4,29,3.9,95.7,2.2,4,7,3,0,-6.97899093094631,-7.67584087502906,-9.26017485617009,-0.196350776488541,,
730,O=C(NCc1cnccc1)c2cc(n(n2)-c3ccccc3)-c4cccc([N+]([O-])=O)c4,399.4,30,3.8,105.6,2.8,6,8,1,0,-11.4838732943753,-8.62049826991832,-6.21732727351782,-0.215766632268463,,
136,O=C(Nc1ccc2c[nH]nc2c1)c3c4c([nH]n3)-c5cc(OC)c(OC)cc5C4,375.4,28,3.1,104.9,1.5,4,8,3,0,-8.82724694166257,-9.56556985199607,-6.10212149731987,-0.175370769993059,,
186,O=C1c2ccc(OCC)cc2OC(=C1c3ccc(OC)cc3)C(=O)Nc4ccncc4,416.4,31,4.1,86.8,2.7,6,7,1,0,-10.2244738325253,-7.53474606423782,-8.97031744971413,-0.228733268117359,,
534,Clc1c(nn(c1-c2cc(Cl)ccc2Cl)C)C(=O)Nc3ccc4c(nc[nH]4)c3,420.7,27,5.3,75.6,0.5,3,6,2,1,-9.87815002987648,-1.09966536099008,-9.93186193847632,-0.265369265372711,,
162,Clc1cccc(N2C(=CC(=O)C(=N2)C(=O)Nc3ccncc3[N+]([O-])=O)C)c1C,399.8,28,3.2,120.5,1,4,9,1,0,-13.914673784407,-11.093246474855,-2.76320133577457,-0.115223461438416,,
624,O=C(NCc1cnccc1)c2cc(n(n2)Cc3ccc(C)cc3)-c4cccc([N+]([O-])=O)c4,427.5,32,4.1,105.6,4.5,7,8,1,0,-13.6933245448854,-10.369756028523,-10.9092330684975,-0.255850170715004,,
676,O=C(Nc1ccccc1C(OC)=O)c2c3c([nH]n2)-c4cc(OC)c(OC)cc4C3,393.4,29,3,102.5,1.8,5,8,2,0,-9.46233925291337,-9.60017853646628,-5.9049229137751,-0.164952359649551,,
2,O=C(Nc1ccncc1)c2c3c([nH]n2)-c4cc(OC)c(OC)cc4C3,336.3,25,2.6,89.1,1.5,4,7,2,0,-4.87916242857884,-4.02231171362803,-1.42253015158939,-0.155593326152003,,
352,Clc1c(nn(c1-c2cccc([N+]([O-])=O)c2)-c3ccccc3)C(=O)Nc4ccc5c(nc[nH]5)c4,458.9,33,5.3,121.4,1,5,9,2,1,-18.7201980244594,-11.7273588394205,-13.0613583177589,-0.322584667736276,,
562,O=C(Nc1ccnc(c1)C)C=2C(=O)C=C(N(N2)c3cccc(OC)c3)C,350.4,26,2.6,83.9,1.3,4,7,1,0,-5.39168636569184,-4.25517579087184,-0.524249857472682,-0.104407465259776,,
266,O=C(Nc1ccc2c(nc(n2CCc3ccccc3)C)c1)c4c5c([nH]n4)-c6ccccc6CC5,447.5,34,5.3,75.6,3.7,5,6,2,1,-8.78527163971205,-6.45761822973673,-16.774950097655,-0.384386268126204,,
282,O=C(NCCC[NH+](C)C)c1c2ccc(cn2c(n1)-c3ccncc3)-c4ccccc4,400.5,30,3.7,63.7,4.4,7,6,2,0,-4.55201997923578,-3.92337043901395,-11.667881823603,-0.274774306807082,,
452,O=C1Cc2cc(-c3nc(c4ccccn43)C(=O)NCCC[NH+](C)C)ccc2N1,378.5,28,2.2,79.9,4.8,6,7,3,0,-5.1090746264283,-7.78714635697276,-9.24130497955906,-0.169919337347309,,
478,O=C(Nc1ccccc1C(OCC)=O)c2nc(c3ccccn23)C(=O)NCc4cnccc4,443.5,33,3.1,114.7,4,7,9,2,0,-13.9675233542184,-15.6547165716229,-11.6057989109813,-0.187610679168918,,
194,O=C1c2ccc(OC)cc2OC(=C1c3ccc(OC)c(OC)c3)C(=O)Nc4ccncc4,432.4,32,3.7,96,2.2,6,8,1,0,-12.4176851408165,-11.135349769774,-8.56308721884253,-0.210838446937011,,
6,Brc1ccc2c(c(n[nH]2)C(=O)Nc3ccncc3[N+]([O-])=O)c1,362.1,22,3,116.5,0.8,3,8,2,0,-11.4398354515732,-5.88254727309826,1.01579656986061,-0.0464442205773823,,
310,O=C(Nc1ccncc1)c2cc([nH]n2)-c3ccc(OC)cc3,294.3,22,2.7,79.9,1,4,6,2,0,-1.88939691162874,0.996498436982966,1.15239318973535,-0.139682815669831,,
628,Clc1c(nn(c1-c2ccccc2)-c3ccc([N+]([O-])=O)cc3)C(=O)NCc4cnccc4,433.9,31,4.5,105.6,2.8,6,8,1,0,-14.1536611439316,-8.78215858072022,-9.60208527838329,-0.215676754040551,,
718,O=C(Nc1cccc(N(C)C)c1)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,392.5,29,3.3,68.6,1.8,5,7,1,0,-5.63240015880673,-5.22952826149965,-5.36526582341647,-0.198600569613946,,
314,O=C(Nc1ccncc1)c2cc([nH]n2)-c3cccc(OC)c3,294.3,22,2.7,79.9,1,4,6,2,0,-1.71253805950056,1.24436597824156,1.35907544645112,-0.148159367262923,,
722,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4c(n[nH]c4C)C,346.4,26,2.7,88,2.3,4,7,2,0,-4.53170929614369,-4.84392790060015,-3.28247949226478,-0.141845458084177,,
76,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4c(n(nc4C)C)C,346.4,26,3.2,88.5,0.6,3,7,2,0,-4.14236750312471,-4.45958693930959,-2.80946227229828,-0.161390946501686,,
588,O=C(Nc1c(cnn1-c2ccc3ccccc3n2)C#N)c4ccc(nc4C)-c5ccccc5OC,460.5,35,4.9,105.7,1.4,5,8,1,0,-13.6933646554294,-12.6932222558951,-11.7140380163663,-0.278372183301838,,
78,O=C(Nc1cccc2c1cccn2)c3cc([nH]n3)-c4c(nn(c4C)CC)C,360.4,27,3.7,88.5,1.6,4,7,2,0,-6.14469541435596,-4.78532692158243,-5.1894381887381,-0.202541202644681,,
390,O=C(Nc1ccnc(c1)C)c2cc(n(n2)C)-c3c(OC)ccc(OC)c3,352.4,26,3.1,78.3,1.5,5,7,1,0,-5.57051981244996,-2.90507546544613,-1.92333803308146,-0.170507813191773,,
54,O=C(Nc1ccc2c[nH]nc2c1)c3c4Cc5cc(OC)c(OC)cc5-c4n(n3)C,389.4,29,3.1,94.1,1.5,4,8,2,0,-8.10862752371427,-9.47138369257271,-6.04063422200316,-0.162546784110208,,
116,O=C(NCc1cnccc1)c2c(OCc3cnnn3Cc4ccccc4)non2,391.4,29,1,120.8,6.8,8,10,1,0,-12.5622456429797,-14.9211997074685,-4.42501169529391,-0.109973993105501,,
662,Brc1c(nn(c1-c2cc(Cl)c(Cl)cc2)C)C(=O)Nc3ccc4c[nH]nc4c3,465.1,27,5.4,75.6,0.5,3,6,2,1,-12.9176889765215,-1.56046507043794,-12.0293762640998,-0.210228993966812,,
146,Clc1c(nn(c1-c2cccc([N+]([O-])=O)c2)-c3ccccc3)C(=O)Nc4ccc5c[nH]nc5c4,458.9,33,5.3,121.4,1,5,9,2,1,-18.4724538831141,-11.2844899603806,-13.262527967172,-0.310850198837357,,
784,O=C(Nc1ccnc(c1)C)C=2C(=O)C=C(N(N2)c3cc(cc(c3)C)C)C,348.4,26,3.2,74.7,0.8,3,6,1,0,-2.91556558674304,-2.83619843099467,-1.14769613255081,-0.140298632298341,,
124,O=C(NCCC[NH+](C)C)c1c2ccc(cn2c(n1)-c3cnccc3)-c4ccccc4,400.5,30,3.7,63.7,4.4,7,6,2,0,-5.39035333671221,-4.51138746946868,-11.6419703039073,-0.267952933805623,,
544,O=C(Nc1ccc2c(nc(n2C)C(C)C)c1)c3cc([nH]n3)-c4ccc5c(CCO5)c4,401.5,30,4.3,84.8,1.5,4,7,2,0,-8.28551949255301,-6.90058195336179,-8.86833487267329,-0.241722389839946,,
422,O=C(Nc1ccccc1C(OCC)=O)c2c3ccccn3c(n2)C(=O)NCc4cnccc4,443.5,33,3.1,114.7,4,7,9,2,0,-14.478784647378,-15.745727682045,-11.6010414812468,-0.191944551611455,,
150,O=C(NCCC[NH+](C)C)c1c[nH]nc1-c2ccc(OC)c(OC)c2,333.4,24,1.8,80.7,5.3,8,7,3,0,-5.19223482864453,-2.92929023568478,-5.55132459591483,-0.170407384956646,,
424,O=C(Nc1ccc2c[nH]nc2c1)c3cc(n(n3)C)-c4cccc([N+]([O-])=O)c4,362.3,27,3.1,121.4,0.8,4,9,2,0,-11.0561915021455,-9.91539586519206,-2.23401168334886,-0.155044384180804,,
60,O=C(Nc1ccc2c[nH]nc2c1)c3c(OCc4c(onc4C)C)non3,354.3,26,1.2,132,3,5,10,2,0,-12.103199097456,-13.8485236696923,0.231005761089072,-0.0700993387285689,,
678,O=S(=O)(c1ccccc1NC(=O)c2c3c([nH]n2)-c4cc(OC)c(OC)cc4C3)C,413.4,29,2.7,110.4,2.5,5,8,2,0,-11.9600738933532,-11.254235942266,-6.64751370161521,-0.120932080283416,,
586,O=C(Nc1ccncc1)C=2C(=O)C=C(N(N2)c3cccc(OC)c3)C,336.3,25,2.3,83.9,1.3,4,7,1,0,-4.35139733374948,-4.27717031869852,0.86983349799698,-0.107509359380971,,
720,O=C(Nc1cccc(OC(C)C)c1)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,407.5,30,4,74.6,3,6,7,1,0,-7.78878372210184,-5.78749595289583,-8.14728438533457,-0.225661755218758,,
278,O=C(Nc1ccncc1[N+]([O-])=O)C=2C(=O)C=C(N(N2)c3cccc(OC)c3)C,381.3,28,2.2,129.7,1.5,5,10,1,0,-14.5210598372824,-13.1820694269502,-0.151034550738126,-0.0751463947290482,,
726,O=C(NCCC[NH+]1CCOCC1)c2c[nH]nc2-c3cc(c(cc3C)C)C,357.5,26,2.5,71.4,5.2,6,6,3,0,-2.1889647105457,-3.39665210176591,-8.65918711721527,-0.193834058253221,,
86,O=C(NCc1cnccc1)c2c[nH]nc2-c3ccc(OC)cc3OC,338.4,25,2.4,89.1,3.3,6,7,2,0,-5.30845262731084,-4.56937593469165,-3.2513824104563,-0.155697182811648,,
680,O=C(Nc1ccccc1C(OCC)=O)c2c3c([nH]n2)-c4cc(OC)c(OC)cc4C3,407.4,30,3.4,102.5,2.8,6,8,2,0,-9.88088587180001,-10.6565733501255,-7.95427302442877,-0.185468108784939,,
548,Clc1cc2COCOc2c(COc3c(non3)C(=O)NCc4cnccc4)c1,402.8,28,1.9,108.6,5.2,6,9,1,0,-11.7186066798154,-13.4163643231897,-4.62939932714074,-0.0999063859566219,,
228,O=S(=O)(c1ccccc1NC(=O)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C)C,427.5,30,2.7,99.5,2.5,5,8,1,0,-11.4258418959843,-11.9585526758225,-6.19328487267697,-0.110422308268869,,
714,O=C(Nc1cccc(OCC)c1)c2c3Cc4cc(OC)c(OC)cc4-c3n(n2)C,393.4,29,3.7,74.6,3,6,7,1,0,-7.22383645188994,-5.0664890145252,-6.8354473715381,-0.222415802123737,,
462,O=C(NCc1cnccc1)c2c3ccccn3c(n2)-c4c(OC)ccc(OC)c4,388.4,29,3.3,77.8,3.3,6,7,1,0,-6.17820353693488,-5.78136405486874,-6.13543059205142,-0.194228311228902,,
94,O=C(Nc1ccncc1)c2cc([nH]n2)-c3ccc(OC)c(OC)c3,324.3,24,2.7,89.1,1.5,5,7,2,0,-5.29165524691227,-2.75719623897411,-1.23492382853912,-0.140573124731658,,
330,O=C(Nc1ccncc1[N+]([O-])=O)c2c3ccccc3[nH]n2,283.2,21,2.1,116.5,0.8,3,8,2,0,-5.59533121451213,-3.98288009046346,5.60014788408279,-0.077757337328422,,
